"","id","date","price","bedrooms","bathrooms","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","lat","long","sqft_living15"
"27",1794500383,"20140626",937000,3,1.75,2,0,0,3,8,1750,700,1915,47.6386,-122.36,1760
"28",3303700376,"20141201",667000,3,1,1.5,0,0,5,8,1400,0,1909,47.6221,-122.314,1860
"29",5101402488,"20140624",438000,3,1.75,1,0,0,3,7,790,730,1948,47.695,-122.304,1520
"30",1873100390,"20150302",719000,4,2.5,2,0,0,3,8,2570,0,2005,47.7073,-122.11,2630
"31",8562750320,"20141110",580500,3,2.5,2,0,0,3,8,2320,0,2003,47.5391,-122.07,2580
"32",2426039314,"20141201",280000,2,1.5,3,0,0,3,7,1190,0,2005,47.7274,-122.357,1390
"33",461000390,"20140624",687500,4,1.75,1.5,0,0,4,7,1510,820,1929,47.6823,-122.368,1460
"34",7589200193,"20141110",535000,3,1,1.5,0,0,4,8,1090,0,1929,47.6889,-122.375,1570
"35",7955080270,"20141203",322500,4,2.75,1,0,0,3,7,1280,780,1981,47.4276,-122.157,2020
"36",9547205180,"20140613",696000,3,2.5,1.5,0,0,3,8,1510,790,1930,47.6827,-122.31,1590
"37",9435300030,"20140528",550000,4,1,1,0,0,1,5,930,730,1933,47.6621,-122.132,2160
"38",2768000400,"20141230",640000,4,2,2,0,0,4,8,2360,0,1904,47.6702,-122.362,1730
"39",7895500070,"20150213",240000,4,1,1,0,0,2,7,890,330,1969,47.3341,-122.282,1290
"40",2078500320,"20140620",605000,4,2.5,2,0,0,3,8,2620,0,1996,47.5301,-122.18,2620
"41",5547700270,"20140715",625000,4,2.5,2,0,0,3,9,2570,0,2000,47.6145,-122.027,2470
"42",7766200013,"20140811",775000,4,2.25,1,0,0,3,8,2600,1620,1984,47.445,-122.347,2410
"43",7203220400,"20140707",861990,5,2.75,2,0,0,3,9,3595,0,2014,47.6848,-122.016,3625
"44",9270200160,"20141028",685000,3,1,2,0,0,3,7,1570,0,1922,47.6413,-122.364,1580
"45",1432701230,"20140729",309000,3,1,1,0,0,4,6,920,360,1959,47.4485,-122.175,1340
"46",8035350320,"20140718",488000,3,2.5,2,0,0,3,8,3160,0,2003,47.7443,-121.977,3050
"47",8945200830,"20150325",210490,3,1,1,0,0,3,6,990,0,1966,47.3066,-122.371,1228
"48",4178300310,"20140716",785000,4,2.5,2,0,0,4,9,2290,0,1981,47.6194,-122.151,2680
"49",9215400105,"20150428",450000,3,1.75,1,0,0,4,7,1250,0,1953,47.6796,-122.301,970
"50",822039084,"20150311",1350000,3,2.5,1,1,2,5,9,2165,588,1953,47.4041,-122.451,2680
"51",5245600105,"20140916",228000,3,1,1,0,0,3,7,1190,0,1955,47.4258,-122.322,1190
"52",7231300125,"20150217",345000,5,2.5,1,0,0,4,8,1640,1510,1966,47.4934,-122.189,1990
"53",7518505990,"20141231",6e+05,3,1.75,1,0,0,4,7,1000,410,1950,47.6808,-122.384,1410
"54",3626039271,"20150205",585000,2,1.75,1,0,0,3,7,990,990,1981,47.6989,-122.369,1480
"55",4217401195,"20150303",920000,5,2.25,1.5,0,0,3,8,2130,600,1927,47.6571,-122.281,2730
"56",9822700295,"20140512",885000,4,2.5,2,0,0,3,9,2830,0,1995,47.6597,-122.29,1950
"57",9478500640,"20140819",292500,4,2.5,2,0,0,3,7,2250,0,2008,47.3663,-122.114,2250
"58",2799800710,"20150407",301000,3,2.5,2,0,0,3,8,2420,0,2003,47.3663,-122.122,2690
"59",7922800400,"20140827",951000,5,3.25,2,0,4,4,8,3250,0,1968,47.588,-122.116,2960
"60",8079040320,"20150223",430000,4,3,2,0,0,3,8,1850,0,1991,47.5059,-122.149,2270
"61",1516000055,"20141210",650000,3,2.25,1,0,3,4,8,1590,560,1959,47.4336,-122.339,2570
"62",9558200045,"20140828",289000,3,1.75,1,0,0,3,7,1260,0,1954,47.4366,-122.335,1290
"63",5072410070,"20141021",505000,3,1.75,2,0,0,5,8,2519,0,1973,47.4428,-122.344,2500
"64",9528102996,"20141207",549000,3,1.75,3,0,0,3,8,1540,0,2014,47.6765,-122.32,1580
"65",1189001180,"20140603",425000,3,2.25,1,0,0,3,7,1110,550,1979,47.6113,-122.297,1440
"66",3253500160,"20141120",317625,3,2.75,1.5,0,0,5,7,1770,1000,1925,47.5747,-122.304,1440
"67",3394100030,"20140909",975000,4,2.5,2,0,0,3,10,2720,0,1989,47.5815,-122.192,2750
"68",3717000160,"20141009",287000,4,2.5,2,0,0,3,7,2240,0,2005,47.3378,-122.257,2221
"69",1274500060,"20140825",204000,3,1,1,0,0,4,7,1000,0,1968,47.3621,-122.11,1010
"70",1802000060,"20140612",1325000,5,2.25,1,0,0,3,8,1600,1600,1965,47.6303,-122.215,3390
"71",1525059190,"20140912",1040000,5,3.25,1,0,0,4,11,3070,1700,1973,47.6525,-122.16,3530
"72",1049000060,"20150105",325000,3,2,1,0,0,4,7,1260,0,1972,47.7362,-122.179,1640
"73",8820901275,"20140610",571000,4,2,1.5,0,0,5,7,2250,500,1916,47.7168,-122.287,1510
"74",5416510140,"20140710",360000,4,2.5,2,0,0,3,8,2380,0,2005,47.3608,-122.036,2420
"75",3444100400,"20150316",349000,3,1.75,1,0,0,5,7,1090,700,1965,47.3511,-122.073,1940
"76",3276920270,"20141105",832500,4,4,2,0,0,4,10,2390,1040,1986,47.5822,-121.987,3240
"77",4036801170,"20141013",380000,4,1.75,1,0,0,3,7,880,880,1956,47.6034,-122.125,1680
"78",2391600320,"20150420",480000,3,1,1,0,0,3,7,1040,0,1941,47.5636,-122.394,890
"79",6300000287,"20140609",410000,3,1,1,0,0,4,7,910,500,1956,47.7073,-122.34,1130
"80",1531000030,"20150323",720000,4,2.5,2,0,0,3,10,3450,0,2002,47.342,-122.025,3350
"81",5104520400,"20141202",390000,3,2.5,2,0,0,3,8,2350,0,2003,47.3512,-122.008,2350
"82",7437100340,"20141222",360000,4,2.5,2,0,0,3,7,1900,0,1992,47.349,-122.031,1870
"83",9418400240,"20141028",355000,2,1,1,0,0,3,7,1010,1010,1948,47.5474,-122.291,1720
"84",1523059105,"20150128",356000,3,1.5,1,0,0,3,8,1680,0,1964,47.4811,-122.149,1850
"85",1133000671,"20140602",315000,3,1,1,0,0,3,6,960,0,1952,47.7264,-122.31,1570
"86",4232902595,"20141114",940000,3,1.5,2,0,0,3,9,1900,240,1925,47.6337,-122.365,2020
"87",2599001200,"20141103",305000,5,2.25,1.5,0,0,5,7,2660,0,1961,47.2909,-122.189,1590
"88",3342103156,"20140618",461000,3,3.25,2,0,0,3,9,1980,790,2006,47.5228,-122.199,1900
"89",1332700270,"20140519",215000,2,2.25,2,0,0,4,7,1610,0,1979,47.518,-122.194,1950
"90",3869900162,"20140904",335000,2,1.75,2,0,0,3,7,765,265,2006,47.5394,-122.387,1030
"91",2791500270,"20140522",243500,4,2.5,2,0,0,3,7,1980,0,1988,47.2897,-122.372,1980
"92",5036300431,"20150311",1099880,5,2.75,2,0,0,4,10,3520,0,2001,47.6506,-122.391,2520
"93",4168000060,"20150226",153000,3,1,1,0,0,3,7,1200,0,1962,47.322,-122.351,1350
"94",6021501535,"20140725",430000,3,1.5,1,0,0,3,8,1290,290,1939,47.687,-122.386,1570
"95",6021501535,"20141223",7e+05,3,1.5,1,0,0,3,8,1290,290,1939,47.687,-122.386,1570
"96",1483300570,"20140908",905000,4,2.5,1,0,0,3,7,2390,910,1946,47.5873,-122.249,1950
"97",3422049190,"20150330",247500,3,1.75,1,0,0,3,7,1960,0,1967,47.3576,-122.277,1750
"98",1099611230,"20140912",199000,4,1.5,1,0,0,4,7,1160,0,1975,47.3036,-122.378,1160
"99",722079104,"20140711",314000,3,1.75,1,0,0,5,7,1210,600,1980,47.4109,-121.958,1650
"100",7338200240,"20140516",437500,3,2.5,2,0,2,3,9,2320,0,1992,47.4838,-121.714,2550
"101",1952200240,"20140611",850830,3,2.5,1.5,0,0,5,9,1270,800,1910,47.6415,-122.315,2200
"102",5200100125,"20141027",555000,3,2,1.5,0,0,4,7,1440,540,1929,47.6775,-122.372,1610
"103",7214720075,"20141212",699950,3,2.25,2,0,0,4,8,2190,0,1983,47.7731,-122.08,2570
"104",2450000295,"20141007",1088000,3,2.5,2,0,0,3,8,2920,0,1950,47.5814,-122.196,2370
"105",6197800045,"20140924",290000,3,1,1,0,0,3,7,1210,0,1954,47.4375,-122.184,1640
"106",1328310370,"20150402",375000,3,2.5,1,0,0,4,8,1460,880,1978,47.4431,-122.133,2250
"107",546000875,"20140523",460000,3,1,1.5,0,0,4,7,1170,500,1939,47.6878,-122.38,1240
"108",3530510041,"20140723",188500,2,1.75,1,0,0,4,8,1240,0,1985,47.3813,-122.322,1270
"109",1853000400,"20150305",680000,4,2.5,2,0,0,4,10,3140,0,1991,47.7304,-122.082,2990
"110",3134100116,"20140827",470000,5,1.75,2,0,0,4,7,2030,0,1942,47.6417,-122.109,2500
"111",9545230140,"20140725",597750,4,2.5,2,0,0,3,8,2310,0,1984,47.5386,-122.053,1940
"112",3362400511,"20150304",570000,3,1.75,1,0,0,5,6,700,560,1905,47.6823,-122.349,1380
"113",2525310310,"20140916",272500,3,1.75,1,0,0,4,7,1160,380,1980,47.3624,-122.031,1540
"114",6126500060,"20141124",329950,3,1.75,1,0,2,3,7,1080,1000,1971,47.5474,-122.295,2090
"115",8961960160,"20141028",480000,4,2.5,2,0,3,3,9,2520,710,2001,47.3183,-122.253,2640
"116",3626039325,"20141121",740500,3,3.5,2,0,0,3,8,2780,1600,1900,47.6981,-122.368,1830
"117",3362400431,"20140626",518500,3,3.5,3,0,0,3,8,1590,0,2010,47.6824,-122.347,1620
"118",4060000240,"20140623",205425,2,1,1,0,0,4,6,880,0,1945,47.5009,-122.248,1190
"119",3454800060,"20150108",171800,4,2,1,0,0,3,6,1570,0,1950,47.4965,-122.303,1880
"120",1695900060,"20150511",535000,4,1,1.5,0,0,4,7,1610,0,1925,47.587,-122.294,1610
"121",7278700070,"20150102",660000,3,2.5,1,0,2,3,8,1560,840,1964,47.7728,-122.386,2340
"122",6675500070,"20141119",391500,3,2,1,0,0,3,7,1450,0,1987,47.7288,-122.226,1580
"123",3626039187,"20150406",395000,2,1,1,0,0,3,6,770,0,1953,47.6999,-122.364,1710
"124",3524049083,"20141104",445000,4,1.75,1.5,0,0,5,7,1720,380,1924,47.5299,-122.266,1850
"125",3275860240,"20140618",770000,3,2.25,2,0,0,3,9,2910,0,1990,47.6897,-122.098,2700
"126",4389200955,"20150302",1450000,4,2.75,1.5,0,0,3,8,1980,770,1914,47.6141,-122.212,3060
"127",4058801670,"20140717",445000,3,2.25,1,0,2,3,8,1620,480,1967,47.5091,-122.244,2660
"128",8732020310,"20140717",260000,4,2.25,1,0,0,3,8,1360,800,1978,47.3129,-122.39,2090
"129",2331300505,"20140613",822500,5,3.5,2,0,0,5,7,1720,600,1926,47.6763,-122.352,1700
"130",7853210060,"20150406",430000,4,2.5,2,0,0,3,7,2070,0,2004,47.5319,-121.85,1970
"131",3668000070,"20150105",212000,3,1.75,1,0,0,4,7,1060,0,1986,47.2761,-122.152,1420
"132",9545240070,"20150428",660500,4,2.25,1,0,0,3,8,1440,570,1986,47.5343,-122.054,2060
"133",1243100136,"20140612",784000,3,3.5,1.5,0,0,3,9,2460,1490,1989,47.697,-122.072,2480
"134",8929000270,"20140512",453246,3,2.5,2,0,0,3,8,1390,620,2014,47.5517,-121.998,1690
"135",2767602356,"20150126",675000,4,3.5,3,0,0,3,9,2140,0,2005,47.6734,-122.38,1540
"136",921049315,"20140813",199000,3,1.75,1,0,0,4,7,1320,0,1956,47.3257,-122.296,1550
"137",3655000070,"20140805",220000,4,1.75,1,0,0,3,7,1010,1010,1968,47.3309,-122.299,1750
"138",4027700812,"20140529",452000,4,2.25,1,0,0,4,8,1340,1250,1968,47.7689,-122.266,1550
"139",3992700335,"20140707",382500,2,1,1,0,0,3,6,1190,0,1981,47.7135,-122.287,1060
"140",2767603505,"20140507",519950,3,2.25,3,0,0,3,8,1170,0,2014,47.6722,-122.381,1350
"141",4232901525,"20140627",665000,2,1,1,0,0,3,7,1110,0,1925,47.6338,-122.358,1170
"142",1777500060,"20140708",527700,5,2.5,1,0,0,4,8,1550,1270,1968,47.5707,-122.128,2820
"143",1432900240,"20150508",205000,3,1,1,0,0,4,7,1010,600,1962,47.4563,-122.171,1610
"144",6140100875,"20150415",420000,3,1,1,0,0,4,7,940,120,1923,47.7144,-122.351,1560
"145",6071600370,"20150227",5e+05,4,2.25,1,0,0,4,8,1380,650,1961,47.5495,-122.174,2230
"146",1526069017,"20141203",921500,4,2.5,2,0,0,4,9,3670,0,1994,47.7421,-122.026,2840
"147",809001525,"20140625",890000,4,1,2,0,0,3,8,2370,180,1905,47.6354,-122.353,2200
"148",3224079105,"20140806",430000,2,2.5,2,0,0,3,7,2420,0,2007,47.5262,-121.943,1940
"149",8075400570,"20141030",258000,5,2,1,0,0,4,8,1130,1130,1960,47.3887,-122.286,1360
"150",1994200024,"20141104",511000,3,1,1,0,0,3,7,980,450,1947,47.6873,-122.336,1450
"151",3362900810,"20140820",532170,3,2,2,0,0,3,8,1360,0,1990,47.6838,-122.353,1500
"152",1324300398,"20150409",560000,3,1,1.5,0,0,3,7,1110,0,1947,47.655,-122.359,1420
"153",537000445,"20150331",282950,3,1,1,0,0,4,7,1250,0,1954,47.3255,-122.304,1680
"154",7855801670,"20150401",2250000,4,3.25,2,0,3,3,12,3540,1640,2006,47.562,-122.162,3160
"155",7920100045,"20140516",350000,1,1,1,0,0,3,7,700,0,1942,47.679,-122.3,1010
"156",8960000030,"20140728",215000,3,1,1,0,0,4,7,1180,0,1967,47.4479,-122.176,1190
"157",6388930390,"20141120",650000,5,3.5,2,0,0,3,9,2500,1460,1996,47.525,-122.172,2640
"158",8731900200,"20140807",320000,4,2.75,1,0,0,3,8,1620,1020,1967,47.3135,-122.369,1980
"159",8029200135,"20141113",247000,3,2,1.5,0,0,3,7,1270,0,1916,47.2086,-121.996,1160
"160",1081200350,"20141003",320000,4,1.75,1,0,0,4,8,1760,0,1968,47.4715,-122.118,1730
"161",84000105,"20140507",255000,5,2.25,1,0,0,3,7,1030,1030,1962,47.4877,-122.335,1010
"162",3756500060,"20150309",438000,3,1.75,1,0,0,3,7,1780,0,1962,47.7171,-122.193,1200
"163",7215720160,"20150304",9e+05,3,2.5,2,0,0,3,10,3400,0,2000,47.6012,-122.023,3400
"164",3574800520,"20140620",441000,3,2.75,1,0,0,3,7,1160,750,1979,47.7319,-122.224,1710
"165",2617300160,"20140812",420000,3,2,1,0,0,4,7,1010,1010,1975,47.4582,-122.023,2110
"166",2558660270,"20141208",370000,3,1.75,1,0,0,3,7,1180,400,1976,47.7209,-122.168,1640
"167",2009000370,"20150219",269950,2,1.75,1,0,0,5,5,700,640,1949,47.408,-122.327,1830
"168",1836980160,"20150324",807100,4,2.5,2,0,0,3,9,2680,0,1999,47.565,-122.125,2920
"169",3261020370,"20140605",653000,3,2.5,1,0,0,4,8,1610,1070,1979,47.7028,-122.231,2480
"170",1755700060,"20140611",371500,3,2,1,0,0,5,7,1370,0,1964,47.7458,-122.331,1770
"171",4330600435,"20150316",284000,3,1.75,1,0,0,3,7,1560,0,1954,47.4776,-122.337,1070
"172",9542800700,"20150102",272000,3,1.75,1,0,0,4,7,1670,490,1978,47.3026,-122.374,1930
"173",1999700045,"20140502",313000,3,1.5,1.5,0,0,3,7,1340,0,1955,47.7658,-122.339,1480
"174",1762600070,"20150116",917500,4,2.5,2,0,0,3,10,2570,1310,1984,47.6477,-122.182,3740
"175",1687900520,"20140929",673000,4,2.25,2,0,0,4,8,2590,0,1980,47.5619,-122.125,2260
"176",7234600798,"20150210",425000,3,2.5,2,0,0,3,8,820,300,2008,47.6106,-122.31,1590
"177",3881900445,"20140709",399950,5,2.75,1,0,0,3,7,1320,650,1986,47.5868,-122.308,1280
"178",2254502445,"20140530",385000,3,1,1,0,0,3,6,1220,0,1901,47.6101,-122.307,1200
"179",5437810320,"20141117",269950,3,1.5,1,0,2,4,7,1320,630,1975,47.1976,-121.999,1950
"180",9158100075,"20150107",330000,2,1,1,0,0,3,7,1060,290,1949,47.7224,-122.358,1540
"181",3830630310,"20140725",260000,3,2.5,2,0,0,3,7,1670,0,1988,47.3505,-122.179,1670
"182",8123100045,"20150414",470000,4,3,1.5,0,0,4,7,1680,700,1925,47.5384,-122.376,1410
"183",3127200041,"20140613",589000,4,3,2,0,0,5,7,2440,0,1961,47.7044,-122.2,2290
"184",6661200320,"20140723",163500,2,1.5,2,0,0,3,7,1050,0,1996,47.3848,-122.039,1050
"185",11510310,"20140905",835000,4,2.75,2,0,0,3,9,2140,990,1993,47.6993,-122.102,2260
"186",825059270,"20141121",1095000,5,3,1,0,2,4,10,2090,2000,1986,47.6627,-122.188,2540
"187",8731951370,"20150415",269000,4,1.75,1,0,0,4,8,1100,390,1969,47.3099,-122.379,2190
"188",1954440060,"20140505",560000,3,2.5,2,0,0,3,8,1900,0,1987,47.62,-122.043,2030
"189",2264500350,"20150418",615000,4,1,1.5,0,0,4,6,1330,0,1901,47.65,-122.34,1330
"190",1115810060,"20141205",585188,3,2.25,1,0,0,3,8,1430,800,1975,47.6647,-122.153,2230
"191",9477200200,"20140818",305000,3,1.75,1,0,0,3,7,1220,430,1977,47.726,-122.191,1540
"192",1432600560,"20141105",166950,3,1,1,0,0,3,6,1190,0,1959,47.4616,-122.184,1230
"193",2287000060,"20140912",799000,3,2.5,1,0,0,4,8,2140,0,1959,47.5505,-122.219,2680
"194",3663500060,"20140625",4e+05,3,2.5,1,0,0,4,7,1420,760,1962,47.7606,-122.336,1900
"195",3996900125,"20141201",230000,3,1,1,0,0,3,7,1060,0,1948,47.7481,-122.3,1570
"196",7796450200,"20140515",256883,3,2.5,2,0,0,3,8,1690,0,2003,47.2779,-122.347,2550
"197",7549802535,"20141111",423000,4,2,1.5,0,0,5,7,1130,840,1920,47.5511,-122.312,1500
"198",3278600320,"20140723",465000,3,2.5,2,0,0,3,8,2150,0,2007,47.5488,-122.372,1750
"199",2824079053,"20150113",440000,3,2.5,2,0,0,3,7,1910,0,1997,47.5385,-121.911,2330
"200",1222069094,"20141014",385000,3,1.75,1,0,0,4,7,1350,0,1969,47.4058,-121.994,1560
"201",3542300060,"20150311",210000,3,1,1,0,0,4,6,860,0,1943,47.5093,-122.184,1300
"202",2222059065,"20141112",297000,3,2.5,2,0,0,3,8,1940,0,1994,47.3777,-122.165,2030
"203",7551300060,"20140716",470000,3,1,1,0,0,3,7,1010,0,1952,47.675,-122.394,1680
"204",100600550,"20140804",226500,3,1.5,1,0,0,4,7,900,400,1976,47.3025,-122.37,1430
"205",3211100860,"20150303",274250,3,1,1,0,0,4,6,910,0,1962,47.4787,-122.158,1400
"206",3456000310,"20140804",840000,4,1.75,1,0,0,4,9,1630,850,1966,47.5378,-122.219,2770
"207",9526600140,"20140919",677900,3,2.5,2,0,0,3,8,2440,0,2010,47.7073,-122.114,2750
"208",7465900060,"20150205",425000,3,1,1,0,0,3,7,1010,0,1915,47.5733,-122.381,1290
"209",1222000055,"20141123",180250,2,0.75,1,0,0,3,6,900,0,1941,47.4604,-122.339,1250
"210",6300000550,"20140717",464000,6,3,2,0,0,3,7,1600,700,1920,47.7067,-122.343,1560
"211",2310030510,"20150422",320000,4,2.25,2,0,0,3,8,1550,0,1993,47.354,-122.047,1630
"212",1025049114,"20140717",625504,3,2.25,2,0,0,3,8,1060,210,2014,47.6647,-122.284,1160
"213",8677300550,"20140515",592500,4,2.5,1,0,0,3,9,2240,0,1983,47.6143,-122.017,2520
"214",4014400292,"20150114",465000,3,2.5,2,0,0,3,9,2714,0,2005,47.3185,-122.275,2590
"215",1102000196,"20140527",477000,4,2.75,2,0,0,3,8,1720,0,1978,47.5458,-122.268,2130
"216",257000138,"20150115",280000,2,1,1,0,0,3,6,850,0,1923,47.4889,-122.299,1100
"217",46100204,"20150221",1505000,5,3,1,0,3,3,9,1870,1430,1957,47.5673,-122.21,3836
"218",1909600046,"20140703",445838,3,2.5,2,0,0,3,8,2250,0,2000,47.5133,-122.379,1320
"219",1250202145,"20140828",1072000,2,2.25,1,0,3,3,8,1950,1950,1947,47.5884,-122.291,2580
"220",7611200125,"20141023",467000,2,1.5,1,0,0,4,8,1320,0,1947,47.7145,-122.367,2120
"221",5611500140,"20140822",686000,4,2.5,2,0,0,3,10,2760,0,1999,47.5836,-122.026,3070
"222",7138000260,"20140605",279950,3,2,1,0,0,3,7,1350,400,1961,47.398,-122.299,1900
"223",626059335,"20140904",527000,4,2.25,2,0,0,3,8,2330,0,1987,47.7663,-122.215,1910
"224",1922059282,"20140918",325000,3,2.25,1,0,0,4,8,1780,440,1966,47.3758,-122.217,2080
"225",705700390,"20140903",328000,3,2.25,2,0,0,3,7,2020,0,1994,47.3828,-122.023,2020
"226",7454001200,"20140604",390000,3,2.25,1,0,0,5,7,1250,0,1942,47.5123,-122.373,1280
"227",8682281200,"20150309",479950,2,2,1,0,0,3,8,1510,0,2005,47.7076,-122.013,1640
"228",7972000200,"20140529",264950,4,2.25,1,0,0,4,7,1120,600,1978,47.2922,-122.371,1510
"229",722059070,"20150115",235000,3,1,1,0,0,4,7,980,450,1961,47.4075,-122.214,1960
"230",7202340400,"20150303",516500,3,2.5,2,0,0,3,7,1480,0,2004,47.6794,-122.034,2250
"231",8096000060,"20150413",655000,2,1.75,2,1,4,3,7,1230,220,1915,47.4497,-122.375,2030
"232",2424000060,"20140616",5e+05,4,2.75,1,0,0,5,7,2280,0,1960,47.5218,-122.164,2280
"233",9264902050,"20141121",315000,6,2.75,1,0,0,3,8,1780,1160,1978,47.3103,-122.339,2120
"234",943100260,"20141120",213000,2,1,1,0,0,3,6,1000,0,1961,47.5687,-121.899,1150
"235",3677400445,"20140902",475000,3,1.5,1.5,0,0,5,7,1620,860,1947,47.5575,-122.303,2090
"236",1762600320,"20140610",1025000,5,4,2,0,0,3,10,3760,0,1983,47.6489,-122.183,3430
"237",4058000060,"20150409",416000,3,2,1,0,0,5,7,1640,580,1976,47.3459,-121.95,2070
"238",7228500560,"20150320",410000,4,1,1.5,0,0,3,7,1670,300,1904,47.6136,-122.303,1510
"239",326069104,"20140701",8e+05,3,3.5,2,0,0,3,10,3530,300,1993,47.7641,-122.023,2920
"240",5152100060,"20140529",472000,6,2.5,1,0,2,4,9,2350,2060,1965,47.3376,-122.324,2600
"241",3584000310,"20141208",225000,3,1.75,1,0,0,4,7,1430,0,1968,47.3173,-122.319,1190
"242",8150100045,"20141001",210000,2,1,1,0,0,3,6,830,0,1940,47.5308,-122.376,830
"243",1868901275,"20150127",455000,2,1,1.5,0,0,2,7,1430,0,1925,47.6727,-122.299,1450
"244",6131600075,"20150427",225000,3,1,1,0,0,4,6,1300,0,1954,47.3221,-122.216,1260
"245",9468200125,"20140826",480000,2,1,1,0,2,4,7,790,240,1918,47.6779,-122.353,1390
"246",8029510030,"20150212",363000,3,2.5,2,0,0,3,9,2740,0,1990,47.3076,-122.395,2570
"247",2025069065,"20140929",2400000,4,2.5,1,1,4,3,9,1830,1820,2000,47.6338,-122.072,3120
"248",7899800890,"20150226",181000,2,1.5,1,0,0,3,6,720,0,1954,47.5218,-122.357,1150
"249",3021059276,"20150314",250000,4,2,1,0,0,4,7,2010,0,1976,47.2785,-122.213,2010
"250",3797001895,"20150422",481000,3,1.75,1,0,0,4,6,770,790,1918,47.6846,-122.345,1390
"251",3832710960,"20140923",260000,3,2,1,0,0,4,7,1240,570,1978,47.3656,-122.278,1750
"252",1310430400,"20140513",455000,4,2.5,2,0,0,3,9,3360,0,2001,47.4369,-122.111,3060
"253",1422300030,"20150401",415000,3,2.25,2,0,0,3,8,1510,0,1991,47.4616,-121.711,1730
"254",1105000588,"20150421",349500,3,1,1,0,0,3,7,800,600,1953,47.5405,-122.27,1620
"255",3830630060,"20140929",245000,3,2.5,2,0,0,3,7,1730,0,1987,47.3507,-122.178,1630
"256",5101404898,"20140519",592500,2,2,1.5,0,2,5,7,1420,0,1928,47.6979,-122.32,1420
"257",7972601890,"20141020",385000,4,1.75,1,0,0,4,7,1180,1180,1955,47.5278,-122.345,1910
"258",5127001620,"20150211",315000,3,1.75,1,0,0,4,7,1200,380,1974,47.4756,-122.147,1550
"259",9407100800,"20141124",255000,3,1,1,0,0,3,7,1230,0,1979,47.4437,-121.772,1380
"260",1873100060,"20140829",693000,4,2.5,2,0,0,3,8,2460,0,2006,47.7048,-122.109,2990
"261",8722101360,"20141202",780000,3,1,1.5,0,0,3,8,1460,200,1911,47.6362,-122.302,1660
"262",8644000060,"20141024",237000,3,1.75,1,0,0,4,7,1270,0,1960,47.4207,-122.29,1600
"263",3325069129,"20141216",525000,3,2.25,2,0,0,3,10,1320,780,1979,47.6154,-122.047,2380
"264",1400300055,"20150428",425000,2,1,1,0,0,3,5,770,0,1930,47.5964,-122.299,1330
